Template,Query,Aligned length,RMSD,SeqID,TMScore
1UDG_A,g308,215,1.57,0.442,0.88997
1UDG_A,g309,215,1.57,0.442,0.88977
1UDG_A,g311,215,1.58,0.442,0.88895
1UDG_A,g312,215,1.55,0.442,0.89059
1UDG_A,g313,215,1.58,0.442,0.88916
1UDG_A,g314,215,1.55,0.442,0.89068
1UDG_A,g315,215,1.57,0.442,0.89024
1UDG_A,g316,215,1.56,0.442,0.89025
1UDG_A,g317,215,1.57,0.442,0.89008
1UDG_A,g326,215,1.54,0.442,0.89088
1UDG_A,g328,215,1.59,0.442,0.88842
1UDG_A,g329,215,1.59,0.442,0.88749
1UDG_A,g331,215,1.57,0.442,0.88951
1UDG_A,g332,215,1.58,0.442,0.88920
1UDG_A,g333,215,1.57,0.442,0.89005
1UDG_A,g334,215,1.59,0.442,0.88861
1UDG_A,g335,215,1.57,0.442,0.88976
1UDG_A,g336,215,1.58,0.442,0.88902
1UDG_A,g337,215,1.54,0.442,0.89085
1UDG_A,g348,215,1.57,0.442,0.88871
1UDG_A,g352,215,1.56,0.442,0.89021
1UDG_A,g353,215,1.54,0.442,0.89101
2JHQ_A,g006,223,0.71,0.758,0.98430
2JHQ_A,g014,223,0.72,0.758,0.98399
2JHQ_A,g045,223,0.71,0.758,0.98432
2JHQ_A,g047,223,0.87,0.758,0.97850
2JHQ_A,g048,223,0.71,0.758,0.98441
2JHQ_A,g049,223,0.86,0.758,0.97917
2JHQ_A,g055,223,0.71,0.758,0.98440
2JHQ_A,g056,223,0.87,0.758,0.97881
2JHQ_A,g057,223,0.70,0.758,0.98485
2JHQ_A,g059,223,0.69,0.758,0.98530
2JHQ_A,g060,223,0.86,0.758,0.97904
2JHQ_A,g062,223,0.86,0.758,0.97886
2JHQ_A,g064,223,0.70,0.758,0.98487
2JHQ_A,g065,223,0.88,0.758,0.97807
2JHQ_A,g067,223,0.85,0.758,0.97943
2JHQ_A,g068,223,0.86,0.758,0.97903
2JHQ_A,g069,223,0.87,0.758,0.97879
2JHQ_A,g071,223,0.89,0.758,0.97782
2JHQ_A,g072,223,0.69,0.758,0.98514
2JHQ_A,g076,223,0.85,0.758,0.97950
2JHQ_A,g077,223,0.88,0.758,0.97834
2JHQ_A,g078,223,0.70,0.758,0.98489
2JHQ_A,g079,223,0.87,0.758,0.97860
2JHQ_A,g082,223,0.69,0.758,0.98507
2JHQ_A,g084,223,0.88,0.758,0.97836
2JHQ_A,g085,223,0.71,0.758,0.98437
2JHQ_A,g086,223,0.86,0.758,0.97887
2JHQ_A,g087,223,0.70,0.758,0.98496
2JHQ_A,g088,223,0.70,0.758,0.98471
2JHQ_A,g089,223,0.70,0.758,0.98478
2JHQ_A,g092,223,0.83,0.758,0.98001
2JHQ_A,g093,223,0.86,0.758,0.97920
2JHQ_A,g094,223,0.69,0.758,0.98506
2JHQ_A,g095,223,0.87,0.758,0.97869
2JHQ_A,g096,223,0.87,0.758,0.97842
2JHQ_A,g097,223,0.87,0.758,0.97785
2JHQ_A,g098,223,0.70,0.758,0.98471
2JHQ_A,g100,223,0.72,0.758,0.98379
2JHQ_A,g101,223,0.72,0.758,0.98392
2JHQ_A,g102,223,0.70,0.758,0.98488
2JHQ_A,g103,223,0.86,0.758,0.97901
2JHQ_A,g106,223,0.71,0.758,0.98435
2JHQ_A,g107,223,0.87,0.758,0.97876
2JHQ_A,g109,223,0.71,0.758,0.98431
2JHQ_A,g112,223,0.86,0.758,0.97904
2JHQ_A,g117,223,0.71,0.758,0.98421
2JHQ_A,g119,223,0.70,0.758,0.98461
2JHQ_A,g121,223,0.88,0.758,0.97832
2JHQ_A,g122,223,0.86,0.758,0.97917
2JHQ_A,g124,223,0.70,0.758,0.98462
2JHQ_A,g128,223,0.71,0.758,0.98430
2JHQ_A,g129,223,0.70,0.758,0.98487
2JHQ_A,g130,223,0.71,0.758,0.98459
2JHQ_A,g131,223,0.86,0.758,0.97888
2JHQ_A,g132,223,0.86,0.758,0.97924
2JHQ_A,g133,223,0.87,0.758,0.97867
2JHQ_A,g134,223,0.71,0.758,0.98460
2JHQ_A,g135,223,0.84,0.758,0.97992
2JHQ_A,g142,223,0.88,0.758,0.97823
2JHQ_A,g143,223,0.87,0.758,0.97837
2JHQ_A,g144,223,0.70,0.758,0.98461
2JHQ_A,g145,223,0.87,0.758,0.97848
2JHQ_A,g146,223,0.71,0.758,0.98432
2JHQ_A,g147,223,0.70,0.758,0.98479
2JHQ_A,g149,223,0.69,0.758,0.98516
2JHQ_A,g150,223,0.86,0.758,0.97884
2JHQ_A,g151,223,0.87,0.758,0.97852
2JHQ_A,g153,223,0.88,0.758,0.97835
2JHQ_A,g154,223,0.86,0.758,0.97908
2JHQ_A,g155,223,0.86,0.758,0.97883
2JHQ_A,g156,223,0.89,0.758,0.97772
2JHQ_A,g158,223,0.86,0.758,0.97897
2JHQ_A,g159,223,0.70,0.758,0.98465
2JHQ_A,g162,223,0.73,0.758,0.98372
2JHQ_A,g163,223,0.70,0.758,0.98487
2JHQ_A,g164,223,0.70,0.758,0.98462
2JHQ_A,g165,223,0.83,0.758,0.98016
2JHQ_A,g166,223,0.71,0.758,0.98431
2JHQ_A,g167,223,0.72,0.758,0.98416
2JHQ_A,g169,223,0.70,0.758,0.98477
2JHQ_A,g170,223,0.70,0.758,0.98456
2JHQ_A,g171,223,0.85,0.758,0.97918
2JHQ_A,g172,223,0.86,0.758,0.97919
2JHQ_A,g173,223,0.69,0.758,0.98509
2JHQ_A,g174,223,0.69,0.758,0.98526
2JHQ_A,g176,223,0.71,0.758,0.98436
2JHQ_A,g177,223,0.71,0.758,0.98441
2JHQ_A,g178,223,0.70,0.758,0.98484
2JHQ_A,g179,223,0.87,0.758,0.97869
2JHQ_A,g180,223,0.70,0.758,0.98459
2JHQ_A,g181,223,0.70,0.758,0.98458
2JHQ_A,g187,223,0.86,0.758,0.97905
2JHQ_A,g188,223,0.70,0.758,0.98485
2JHQ_A,g189,223,0.85,0.758,0.97947
2JHQ_A,g190,223,0.71,0.758,0.98438
2JHQ_A,g191,223,0.71,0.758,0.98432
2JHQ_A,g192,223,0.75,0.758,0.98290
2JHQ_A,g194,223,0.71,0.758,0.98457
2JHQ_A,g195,223,0.70,0.758,0.98472
2JHQ_A,g197,223,0.86,0.758,0.97883
2JHQ_A,g199,223,0.86,0.758,0.97905
2JHQ_A,g200,223,0.85,0.758,0.97958
2JHQ_A,g201,223,0.70,0.758,0.98459
2JHQ_A,g202,223,0.70,0.758,0.98500
2JHQ_A,g203,223,0.71,0.758,0.98446
2JHQ_A,g204,223,0.80,0.758,0.98023
2JHQ_A,g205,223,0.71,0.758,0.98445
2JHQ_A,g206,223,0.70,0.758,0.98464
2JHQ_A,g208,223,0.72,0.758,0.98417
2JHQ_A,g210,223,0.71,0.758,0.98456
2JHQ_A,g211,223,0.86,0.758,0.97878
2JHQ_A,g212,223,0.71,0.758,0.98442
2JHQ_A,g213,223,0.86,0.758,0.97876
2JHQ_A,g214,223,0.69,0.758,0.98512
2JHQ_A,g215,223,0.86,0.758,0.97892
2JHQ_A,g216,223,0.86,0.758,0.97906
2JHQ_A,g217,223,0.84,0.758,0.97985
2JHQ_A,g218,223,0.70,0.758,0.98488
2JHQ_A,g219,223,0.88,0.758,0.97823
2JHQ_A,g224,223,0.85,0.758,0.97931
2JHQ_A,g225,223,0.71,0.758,0.98430
2JHQ_A,g227,223,0.69,0.758,0.98521
2JHQ_A,g228,223,0.70,0.758,0.98489
2JHQ_A,g229,223,0.71,0.758,0.98447
2JHQ_A,g230,223,0.85,0.758,0.97917
2JHQ_A,g231,223,0.72,0.758,0.98402
2JHQ_A,g232,223,0.70,0.758,0.98481
2JHQ_A,g233,223,0.71,0.758,0.98430
2JHQ_A,g235,223,0.87,0.758,0.97863
2JHQ_A,g236,223,0.85,0.758,0.97926
2JHQ_A,g237,223,0.87,0.758,0.97873
2JHQ_A,g239,223,0.70,0.758,0.98477
2JHQ_A,g240,223,0.70,0.758,0.98470
2JHQ_A,g241,223,0.86,0.758,0.97901
2JHQ_A,g242,223,0.84,0.758,0.97982
2JHQ_A,g243,223,0.70,0.758,0.98460
2JHQ_A,g244,223,0.71,0.758,0.98446
2JHQ_A,g246,223,0.71,0.758,0.98418
2JHQ_A,g247,223,0.88,0.758,0.97806
2JHQ_A,g249,223,0.69,0.758,0.98521
2JHQ_A,g250,223,0.71,0.758,0.98441
2JHQ_A,g251,223,0.70,0.758,0.98482
2JHQ_A,g252,223,0.71,0.758,0.98438
2JHQ_A,g253,223,0.69,0.758,0.98509
2JHQ_A,g261,223,0.72,0.758,0.98385
2JHQ_A,g262,223,0.86,0.758,0.97901
2JHQ_A,g263,223,0.71,0.758,0.98458
2JHQ_A,g264,223,0.70,0.758,0.98468
2JHQ_A,g265,223,0.86,0.758,0.97917
2JHQ_A,g266,223,0.86,0.758,0.97906
2JHQ_A,g267,223,0.88,0.758,0.97807
2JHQ_A,g269,223,0.87,0.758,0.97883
2JHQ_A,g270,223,0.70,0.758,0.98481
2JHQ_A,g271,223,0.70,0.758,0.98491
2JHQ_A,g272,223,0.70,0.758,0.98473
2JHQ_A,g273,223,0.70,0.758,0.98481
2JHQ_A,g274,223,0.69,0.758,0.98500
2JHQ_A,g275,223,0.86,0.758,0.97876
2JHQ_A,g276,223,0.86,0.758,0.97876
2JHQ_A,g277,223,0.70,0.758,0.98501
2JHQ_A,g278,223,0.70,0.758,0.98484
2JHQ_A,g279,223,0.70,0.758,0.98490
2JHQ_A,g280,223,0.87,0.758,0.97865
2JHQ_A,g281,223,0.86,0.758,0.97900
2JHQ_A,g282,223,0.72,0.758,0.98415
2JHQ_A,g283,223,0.69,0.758,0.98506
2JHQ_A,g284,223,0.88,0.758,0.97810
2JHQ_A,g285,223,0.84,0.758,0.97976
2JHQ_A,g286,223,0.84,0.758,0.97966
2JHQ_A,g287,223,0.87,0.758,0.97850
2JHQ_A,g288,223,0.69,0.758,0.98520
2JHQ_A,g289,223,0.86,0.758,0.97906
2JHQ_A,g290,223,0.86,0.758,0.97909
2JHQ_A,g291,223,0.69,0.758,0.98523
2JHQ_A,g292,223,0.68,0.758,0.98548
2JHQ_A,g293,223,0.86,0.758,0.97902
2JHQ_A,g297,223,0.86,0.758,0.97907
2JHQ_A,g298,223,0.69,0.758,0.98506
2JHQ_A,g299,223,0.85,0.758,0.97937
2JHQ_A,g300,223,0.69,0.758,0.98510
2JHQ_A,g301,223,0.86,0.758,0.97918
2JHQ_A,g302,223,0.85,0.758,0.97940
2JHQ_A,g303,223,0.70,0.758,0.98465
2JHQ_A,g304,223,0.70,0.758,0.98493
2JHQ_A,g305,223,0.71,0.758,0.98449
2JHQ_A,g306,223,0.86,0.758,0.97893
2JHQ_A,g307,223,0.88,0.758,0.97806
2JHQ_A,g308,223,0.86,0.758,0.97898
2JHQ_A,g309,223,0.86,0.758,0.97935
2JHQ_A,g311,223,0.87,0.758,0.97821
2JHQ_A,g312,223,0.70,0.758,0.98472
2JHQ_A,g313,223,0.87,0.758,0.97868
2JHQ_A,g314,223,0.70,0.758,0.98473
2JHQ_A,g315,223,0.85,0.758,0.97934
2JHQ_A,g316,223,0.71,0.758,0.98433
2JHQ_A,g317,223,0.87,0.758,0.97880
2JHQ_A,g326,223,0.69,0.758,0.98529
2JHQ_A,g328,223,0.87,0.758,0.97870
2JHQ_A,g329,223,0.87,0.758,0.97850
2JHQ_A,g331,223,0.88,0.758,0.97797
2JHQ_A,g332,223,0.87,0.758,0.97855
2JHQ_A,g333,223,0.85,0.758,0.97926
2JHQ_A,g334,223,0.88,0.758,0.97792
2JHQ_A,g335,223,0.85,0.758,0.97920
2JHQ_A,g336,223,0.86,0.758,0.97890
2JHQ_A,g337,223,0.75,0.758,0.98279
2JHQ_A,g348,223,0.72,0.758,0.98407
2JHQ_A,g352,223,0.69,0.758,0.98525
2JHQ_A,g353,223,0.70,0.758,0.98462
